STRUCTURE_NAME,REF_AREA,Reference area,Measure,Age,Sex,Unit of measure,TIME_PERIOD,OBS_VALUE
Tobacco consumption,CHE,Switzerland,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1331
Tobacco consumption,CHE,Switzerland,Tobacco consumption,15 years or over,Total,Grammes per person,2018,1271
Tobacco consumption,CHE,Switzerland,Tobacco consumption,15 years or over,Total,Grammes per person,2019,1228
Tobacco consumption,CHE,Switzerland,Tobacco consumption,15 years or over,Total,Grammes per person,2020,1268
Tobacco consumption,CHE,Switzerland,Tobacco consumption,15 years or over,Total,Grammes per person,2021,1236
Tobacco consumption,CHE,Switzerland,Tobacco consumption,15 years or over,Total,Grammes per person,2022,1158
Tobacco consumption,JPN,Japan,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2011,16.3
Tobacco consumption,JPN,Japan,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,16.6
Tobacco consumption,JPN,Japan,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,15.5
Tobacco consumption,JPN,Japan,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,15.5
Tobacco consumption,JPN,Japan,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,14.9
Tobacco consumption,JPN,Japan,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,15.5
Tobacco consumption,LUX,Luxembourg,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,15.2
Tobacco consumption,LUX,Luxembourg,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,13.4
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,13.6
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,13.1
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,12.8
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,10.7
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,11.9
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,11.2
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,10.9
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,10.4
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,10.1
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,10.4
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,9.5
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,9.7
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,8.7
Tobacco consumption,HUN,Hungary,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,25.8
Tobacco consumption,HUN,Hungary,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,24.9
Tobacco consumption,FRA,France,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1261.3
Tobacco consumption,FRA,France,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1246.7
Tobacco consumption,FRA,France,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1198.8
Tobacco consumption,FRA,France,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1120.1
Tobacco consumption,FRA,France,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1028
Tobacco consumption,FRA,France,Tobacco consumption,15 years or over,Total,Grammes per person,2016,1022
Tobacco consumption,FRA,France,Tobacco consumption,15 years or over,Total,Grammes per person,2017,994
Tobacco consumption,FRA,France,Tobacco consumption,15 years or over,Total,Grammes per person,2018,905
Tobacco consumption,FRA,France,Tobacco consumption,15 years or over,Total,Grammes per person,2019,841
Tobacco consumption,FRA,France,Tobacco consumption,15 years or over,Total,Grammes per person,2020,830
Tobacco consumption,FRA,France,Tobacco consumption,15 years or over,Total,Grammes per person,2021,776
Tobacco consumption,FRA,France,Tobacco consumption,15 years or over,Total,Grammes per person,2022,719
Tobacco consumption,ROU,Romania,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,10.3
Tobacco consumption,ROU,Romania,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,10.1
Tobacco consumption,CRI,Costa Rica,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,14.4
Tobacco consumption,CRI,Costa Rica,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,13.7
Tobacco consumption,CRI,Costa Rica,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,13
Tobacco consumption,CRI,Costa Rica,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,12.3
Tobacco consumption,CRI,Costa Rica,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,11.7
Tobacco consumption,CRI,Costa Rica,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,11
Tobacco consumption,CRI,Costa Rica,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,10.5
Tobacco consumption,CRI,Costa Rica,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,10
Tobacco consumption,CRI,Costa Rica,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,9.5
Tobacco consumption,CRI,Costa Rica,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,8.9
Tobacco consumption,CRI,Costa Rica,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,8.4
Tobacco consumption,CRI,Costa Rica,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,7.8
Tobacco consumption,CRI,Costa Rica,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,5.6
Tobacco consumption,CRI,Costa Rica,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2023,6.2
Tobacco consumption,NOR,Norway,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,12
Tobacco consumption,NOR,Norway,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,11
Tobacco consumption,NOR,Norway,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,7
Tobacco consumption,NOR,Norway,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,7
Tobacco consumption,NOR,Norway,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,5
Tobacco consumption,NOR,Norway,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,5
Tobacco consumption,NOR,Norway,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,4
Tobacco consumption,NOR,Norway,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,3
Tobacco consumption,NOR,Norway,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,3
Tobacco consumption,NOR,Norway,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,2
Tobacco consumption,NOR,Norway,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,1
Tobacco consumption,NOR,Norway,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,1
Tobacco consumption,NOR,Norway,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,1
Tobacco consumption,NOR,Norway,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2023,3
Tobacco consumption,POL,Poland,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,14
Tobacco consumption,POL,Poland,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,11.3
Tobacco consumption,CHL,Chile,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,18.5
Tobacco consumption,CHL,Chile,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,7.7
Tobacco consumption,JPN,Japan,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1902
Tobacco consumption,JPN,Japan,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1872
Tobacco consumption,JPN,Japan,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1758
Tobacco consumption,JPN,Japan,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1776
Tobacco consumption,JPN,Japan,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1793
Tobacco consumption,JPN,Japan,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1655
Tobacco consumption,JPN,Japan,Tobacco consumption,15 years or over,Total,Grammes per person,2016,1517
Tobacco consumption,JPN,Japan,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1310
Tobacco consumption,JPN,Japan,Tobacco consumption,15 years or over,Total,Grammes per person,2018,1171
Tobacco consumption,JPN,Japan,Tobacco consumption,15 years or over,Total,Grammes per person,2019,1065
Tobacco consumption,JPN,Japan,Tobacco consumption,15 years or over,Total,Grammes per person,2020,892
Tobacco consumption,JPN,Japan,Tobacco consumption,15 years or over,Total,Grammes per person,2021,845
Tobacco consumption,JPN,Japan,Tobacco consumption,15 years or over,Total,Grammes per person,2022,839
Tobacco consumption,CZE,Czechia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,22.8
Tobacco consumption,CZE,Czechia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,21.7
Tobacco consumption,CZE,Czechia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,22.9
Tobacco consumption,CZE,Czechia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,22.2
Tobacco consumption,CZE,Czechia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,22.3
Tobacco consumption,CZE,Czechia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,18.2
Tobacco consumption,CZE,Czechia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,19.6
Tobacco consumption,CZE,Czechia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,18.4
Tobacco consumption,CZE,Czechia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,21.1
Tobacco consumption,CZE,Czechia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,18.1
Tobacco consumption,CZE,Czechia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,16.6
Tobacco consumption,CZE,Czechia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,17.6
Tobacco consumption,CZE,Czechia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,16.2
Tobacco consumption,AUS,Australia,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2010,15.9
Tobacco consumption,AUS,Australia,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2013,13.7
Tobacco consumption,AUS,Australia,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,13.4
Tobacco consumption,AUS,Australia,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,12.9
Tobacco consumption,AUS,Australia,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2022,13.1
Tobacco consumption,USA,United States,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1400
Tobacco consumption,USA,United States,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1374
Tobacco consumption,USA,United States,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1342
Tobacco consumption,USA,United States,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1277
Tobacco consumption,USA,United States,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1216
Tobacco consumption,USA,United States,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1222
Tobacco consumption,USA,United States,Tobacco consumption,15 years or over,Total,Grammes per person,2016,1167
Tobacco consumption,USA,United States,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1115
Tobacco consumption,USA,United States,Tobacco consumption,15 years or over,Total,Grammes per person,2018,1061
Tobacco consumption,USA,United States,Tobacco consumption,15 years or over,Total,Grammes per person,2019,1004
Tobacco consumption,USA,United States,Tobacco consumption,15 years or over,Total,Grammes per person,2020,1004
Tobacco consumption,USA,United States,Tobacco consumption,15 years or over,Total,Grammes per person,2021,942
Tobacco consumption,USA,United States,Tobacco consumption,15 years or over,Total,Grammes per person,2022,847
Tobacco consumption,BEL,Belgium,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,17.2
Tobacco consumption,BEL,Belgium,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,11.1
Tobacco consumption,LUX,Luxembourg,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,16.9
Tobacco consumption,LUX,Luxembourg,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,14.4
Tobacco consumption,LUX,Luxembourg,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,14.6
Tobacco consumption,LUX,Luxembourg,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,14.3
Tobacco consumption,LUX,Luxembourg,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,13
Tobacco consumption,LUX,Luxembourg,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,11.3
Tobacco consumption,LUX,Luxembourg,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,16
Tobacco consumption,LUX,Luxembourg,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,16.1
Tobacco consumption,LUX,Luxembourg,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,12.8
Tobacco consumption,LUX,Luxembourg,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,15.1
Tobacco consumption,LUX,Luxembourg,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,12.2
Tobacco consumption,LUX,Luxembourg,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,17.2
Tobacco consumption,LUX,Luxembourg,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,15.2
Tobacco consumption,LUX,Luxembourg,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2023,16.9
Tobacco consumption,IDN,Indonesia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,31.4
Tobacco consumption,IDN,Indonesia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,32
Tobacco consumption,IDN,Indonesia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,32.3
Tobacco consumption,IDN,Indonesia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,32.6
Tobacco consumption,IDN,Indonesia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,32.6
Tobacco consumption,EST,Estonia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,26.2
Tobacco consumption,EST,Estonia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,26
Tobacco consumption,EST,Estonia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,22.1
Tobacco consumption,EST,Estonia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,21.3
Tobacco consumption,EST,Estonia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,17.2
Tobacco consumption,EST,Estonia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,17.9
Tobacco consumption,EST,Estonia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,15.9
Tobacco consumption,GRC,Greece,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,27.3
Tobacco consumption,GRC,Greece,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,24.9
Tobacco consumption,HUN,Hungary,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1641
Tobacco consumption,HUN,Hungary,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1755
Tobacco consumption,HUN,Hungary,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1754
Tobacco consumption,HUN,Hungary,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1636
Tobacco consumption,HUN,Hungary,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1520
Tobacco consumption,HUN,Hungary,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1637
Tobacco consumption,HUN,Hungary,Tobacco consumption,15 years or over,Total,Grammes per person,2016,1521
Tobacco consumption,HUN,Hungary,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1404
Tobacco consumption,HUN,Hungary,Tobacco consumption,15 years or over,Total,Grammes per person,2018,1521
Tobacco consumption,HUN,Hungary,Tobacco consumption,15 years or over,Total,Grammes per person,2019,1521
Tobacco consumption,HUN,Hungary,Tobacco consumption,15 years or over,Total,Grammes per person,2020,1521
Tobacco consumption,HUN,Hungary,Tobacco consumption,15 years or over,Total,Grammes per person,2021,1404
Tobacco consumption,HUN,Hungary,Tobacco consumption,15 years or over,Total,Grammes per person,2022,1414
Tobacco consumption,HRV,Croatia,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,16.4
Tobacco consumption,HRV,Croatia,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,17.4
Tobacco consumption,KOR,Korea,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2010,15.1
Tobacco consumption,KOR,Korea,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2011,15
Tobacco consumption,KOR,Korea,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2012,14.5
Tobacco consumption,KOR,Korea,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2013,14.6
Tobacco consumption,KOR,Korea,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,14.7
Tobacco consumption,KOR,Korea,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,13.6
Tobacco consumption,KOR,Korea,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,14.6
Tobacco consumption,KOR,Korea,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,14.9
Tobacco consumption,KOR,Korea,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,13.2
Tobacco consumption,KOR,Korea,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,12.6
Tobacco consumption,KOR,Korea,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2020,12.5
Tobacco consumption,KOR,Korea,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2021,13
Tobacco consumption,KOR,Korea,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2022,13.9
Tobacco consumption,ESP,Spain,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,23.9
Tobacco consumption,ESP,Spain,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,23
Tobacco consumption,ESP,Spain,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,22.1
Tobacco consumption,ESP,Spain,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,19.8
Tobacco consumption,CHN,China (People’s Republic of),Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,26.2
Tobacco consumption,CHN,China (People’s Republic of),Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,25.8
Tobacco consumption,CHN,China (People’s Republic of),Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,25.4
Tobacco consumption,CHN,China (People’s Republic of),Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,25.4
Tobacco consumption,CHN,China (People’s Republic of),Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,25.3
Tobacco consumption,GBR,United Kingdom,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,20.3
Tobacco consumption,GBR,United Kingdom,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,19.8
Tobacco consumption,GBR,United Kingdom,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,20.4
Tobacco consumption,GBR,United Kingdom,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,19.2
Tobacco consumption,GBR,United Kingdom,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,18.8
Tobacco consumption,GBR,United Kingdom,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,17.8
Tobacco consumption,GBR,United Kingdom,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,16.1
Tobacco consumption,GBR,United Kingdom,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,16.8
Tobacco consumption,GBR,United Kingdom,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,16.6
Tobacco consumption,GBR,United Kingdom,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,15.8
Tobacco consumption,GBR,United Kingdom,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,14.5
Tobacco consumption,GBR,United Kingdom,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,12.7
Tobacco consumption,GBR,United Kingdom,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,11.2
Tobacco consumption,CHE,Switzerland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,20.4
Tobacco consumption,CHE,Switzerland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,19.1
Tobacco consumption,CHE,Switzerland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,16.1
Tobacco consumption,MEX,Mexico,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,6.4
Tobacco consumption,NLD,Netherlands,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,21.1
Tobacco consumption,NLD,Netherlands,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,18.6
Tobacco consumption,NLD,Netherlands,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,17.6
Tobacco consumption,NLD,Netherlands,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,17.5
Tobacco consumption,NLD,Netherlands,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,18.2
Tobacco consumption,NLD,Netherlands,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,17.4
Tobacco consumption,NLD,Netherlands,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,13.1
Tobacco consumption,NLD,Netherlands,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,12.5
Tobacco consumption,NLD,Netherlands,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,12.1
Tobacco consumption,NLD,Netherlands,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,11.1
Tobacco consumption,NLD,Netherlands,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,9.6
Tobacco consumption,NLD,Netherlands,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,11.7
Tobacco consumption,NLD,Netherlands,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,10.1
Tobacco consumption,AUS,Australia,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,12.6
Tobacco consumption,AUS,Australia,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,11.3
Tobacco consumption,AUS,Australia,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,9.1
Tobacco consumption,AUS,Australia,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,7.5
Tobacco consumption,AUS,Australia,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,4.5
Tobacco consumption,ISL,Iceland,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1278
Tobacco consumption,ISL,Iceland,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1230
Tobacco consumption,ISL,Iceland,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1189
Tobacco consumption,ISL,Iceland,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1051.2
Tobacco consumption,ISL,Iceland,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1059.1
Tobacco consumption,ISL,Iceland,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1040.3
Tobacco consumption,ISL,Iceland,Tobacco consumption,15 years or over,Total,Grammes per person,2016,980.8
Tobacco consumption,ISL,Iceland,Tobacco consumption,15 years or over,Total,Grammes per person,2017,859.7
Tobacco consumption,IRL,Ireland,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1225.7
Tobacco consumption,IRL,Ireland,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1240.6
Tobacco consumption,IRL,Ireland,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1157.6
Tobacco consumption,IRL,Ireland,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1016.2
Tobacco consumption,IRL,Ireland,Tobacco consumption,15 years or over,Total,Grammes per person,2014,967.1
Tobacco consumption,IRL,Ireland,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1026.9
Tobacco consumption,IRL,Ireland,Tobacco consumption,15 years or over,Total,Grammes per person,2016,866.1
Tobacco consumption,IRL,Ireland,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1077
Tobacco consumption,IRL,Ireland,Tobacco consumption,15 years or over,Total,Grammes per person,2018,539.4
Tobacco consumption,IRL,Ireland,Tobacco consumption,15 years or over,Total,Grammes per person,2019,804.4
Tobacco consumption,IRL,Ireland,Tobacco consumption,15 years or over,Total,Grammes per person,2020,741.7
Tobacco consumption,IRL,Ireland,Tobacco consumption,15 years or over,Total,Grammes per person,2021,781.8
Tobacco consumption,IRL,Ireland,Tobacco consumption,15 years or over,Total,Grammes per person,2022,631.1
Tobacco consumption,IRL,Ireland,Tobacco consumption,15 years or over,Total,Grammes per person,2023,502.1
Tobacco consumption,FRA,France,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,29.7
Tobacco consumption,FRA,France,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,28.5
Tobacco consumption,FRA,France,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,29.4
Tobacco consumption,FRA,France,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,29.4
Tobacco consumption,FRA,France,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,26.9
Tobacco consumption,FRA,France,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,25.4
Tobacco consumption,FRA,France,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,24
Tobacco consumption,FRA,France,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,25.5
Tobacco consumption,FRA,France,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,25.3
Tobacco consumption,AUT,Austria,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,26.8
Tobacco consumption,AUT,Austria,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,19.3
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,19
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,17.8
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,17
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,15.8
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,15.4
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,16.6
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,15.4
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,13.2
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,14.1
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,13.3
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,12.4
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,11.3
