REF_AREA,Reference area,Unit of measure,Sex,SOCIO_ECON_STATUS,Socio-economic status,DEATH_CAUSE,Cause of death,CALC_METHODOLOGY,Calculation methodology,GESTATION_THRESHOLD,Gestation period threshold,HEALTH_STATUS,Health status,DISEASE,Disease,CANCER_SITE,Cancer site,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
EST,Estonia,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2014,,18,,,,,,,,,,,
EST,Estonia,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2015,,18,,,,,,,,,,,
EST,Estonia,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2016,,40,,,,,,,,,,,
EST,Estonia,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2017,,20,,,,,,,,,,,
EST,Estonia,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2018,,25,,,,,,,,,,,
EST,Estonia,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2019,,30,,,,,,,,,,,
EST,Estonia,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2020,,23,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2005,,10,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2006,,27,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2007,,28,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2008,,54,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2009,,37,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2010,,33,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2011,,21,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2012,,38,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2013,,44,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2014,,37,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2015,,35,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2016,,48,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2017,,54,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2018,,37,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2019,,21,,,,,,,,,,,
LTU,Lithuania,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2020,,23,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2000,,329,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2001,,332,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2002,,308,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2003,,336,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2004,,385,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2005,,367,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2006,,406,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2007,,418,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2008,,431,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2009,,431,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2010,,469,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2011,,473,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2012,,447,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2013,,484,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2014,,455,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2015,,428,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2016,,437,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2017,,413,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2018,,377,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2019,,333,,,,,,,,,,,
JPN,Japan,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2020,,345,,,,,,,,,,,
UKR,Ukraine,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2012,,10073,,,,,,,,,,,
UKR,Ukraine,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2013,,9362,,,,,,,,,,,
UKR,Ukraine,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2014,,9844,,,,,,,,,,,
UKR,Ukraine,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2015,,8468,,,,,,,,,,,
UKR,Ukraine,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2016,,8852,,,,,,,,,,,
UKR,Ukraine,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2017,,9308,,,,,,,,,,,
UKR,Ukraine,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2018,,8839,,,,,,,,,,,
UKR,Ukraine,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2019,,7511,,,,,,,,,,,
UKR,Ukraine,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2020,,4139,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2000,,126,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2001,,133,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2002,,124,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2003,,145,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2004,,176,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2005,,151,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2006,,167,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2007,,142,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2008,,180,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2009,,131,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2010,,173,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2011,,184,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2012,,157,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2013,,162,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2014,,149,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2015,,128,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2016,,102,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2017,,109,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2018,,111,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2019,,95,,,,,,,,,,,
POL,Poland,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2020,,52,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2000,,132,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2001,,93,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2002,,99,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2003,,98,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2004,,88,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2005,,104,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2006,,90,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2007,,93,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2008,,112,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2009,,105,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2010,,103,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2011,,101,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2012,,123,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2013,,142,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2014,,129,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2015,,139,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2016,,143,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2017,,122,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2018,,104,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2019,,93,,,,,,,,,,,
GRC,Greece,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2020,,102,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2000,,32,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2001,,42,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2002,,88,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2003,,62,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2004,,79,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2005,,67,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2006,,75,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2007,,103,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2008,,70,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2009,,213,,,,B,Time series break,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2010,,214,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2011,,273,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2012,,201,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2013,,192,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2014,,265,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2015,,202,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2016,,216,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2017,,170,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2018,,176,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2019,,182,,,,,,,,,,,
KOR,Korea,Cases,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2020,,156,,,,,,,,,,,
