STRUCTURE_NAME,ACTION,REF_AREA,Reference area,Unit of measure,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Diseases of the respiratory system,2013,119.6
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2007,22.8
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2006,24.6
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2005,24.4
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2004,26.8
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2015,21.3
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2014,20.4
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2013,21.8
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2012,24.3
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2003,26.7
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2002,27.5
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2011,23.9
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2010,22.7
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2009,24.3
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2008,23.8
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2001,27
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2017,991.2
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2016,971.2
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2005,1173.9
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2004,1211.9
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2003,1232.9
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2015,1013.4
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2014,981.3
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2013,990.3
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2012,1050.8
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2011,999.3
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2010,1008.6
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2009,1057
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2008,1080.8
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2007,1129.9
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2006,1121.3
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2002,1248.3
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2001,1265.1
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2000,1321.2
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Female,Diseases of the circulatory system,2014,283
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Female,Diseases of the circulatory system,2003,299.6
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2018,948.4
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,256.5
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,259.8
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,229.9
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,230.5
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,234.6
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,265.6
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,201.9
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,205.2
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,209.8
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,215.8
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,220.3
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,220.4
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,225.7
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,226.1
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,263.5
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,264.7
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,243.2
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,246.6
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,238.9
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,246.8
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,252
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2015,691.1
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2014,664
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2003,853.3
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2001,818.4
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2000,852.4
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2002,830.2
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2013,684.4
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2012,698.3
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2011,675.7
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2010,697
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2009,718.2
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2008,718.4
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2007,731.7
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2006,752.3
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2005,789.6
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2004,804.9
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2020,699.5
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2019,655.2
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2018,671.4
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2017,678.9
Causes of mortality,I,AUT,Austria,Deaths per 100 000 inhabitants,Female,Total,2016,660.7
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2010,1.8
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2009,1.7
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2004,1.9
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2003,2.1
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2002,2
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2001,1.9
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2014,1.4
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2013,1.5
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2012,1.6
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2011,1.6
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2020,1.6
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2019,1.6
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2008,1.7
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2007,1.9
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2006,1.8
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2005,2.1
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2016,1.5
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2015,1.8
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2018,1.7
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2017,1.6
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2015,969.4
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2014,942.6
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2003,1319.1
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2002,1336.5
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2001,1345.2
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2000,1380.1
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2013,990.3
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2012,1013.2
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2011,1000.9
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2010,1042.5
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2009,1062.3
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2008,1089.9
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2007,1121.3
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2006,1161.9
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2005,1213.3
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2004,1236.3
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2020,951.8
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2019,838.7
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2018,879.7
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2017,934.5
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Total,2016,956.6
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2015,397.9
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,389.5
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2003,389.7
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2002,396.7
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2001,400.1
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2000,401.1
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,375.4
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,388.7
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2011,390.9
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,400.8
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,403.1
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2008,401.3
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2007,416.8
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Total,Diseases of the respiratory system,2019,78.8
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Diseases of the respiratory system,2015,108.6
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2004,396.2
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2020,379.2
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2019,374.4
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2018,374.7
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2017,376.6
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,386.5
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2015,986.9
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2014,1003.2
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2003,1449.5
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2002,1520.5
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2001,1542.9
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2000,1624.7
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2013,1048.5
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2012,1113
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2011,1117.5
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2010,1153.3
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2009,1157.1
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2008,1219.4
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2007,1266.4
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2006,1305.4
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2005,1358.1
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2004,1404.2
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2020,849.9
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2019,864.5
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2018,918
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2017,924
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,Total,2016,956
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2016,13.8
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2015,15
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2013,12.4
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2012,10.2
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2014,12.4
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2011,10.2
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2010,2.2
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2009,1.5
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2008,1.9
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2007,1.6
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2006,1.8
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2005,2.7
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2004,1.8
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2003,1.6
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2002,1.1
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2001,1.1
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2000,1.1
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2020,18.3
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2019,16.7
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2018,15.7
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2017,16.7
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2015,159.7
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2014,162.5
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2003,179.8
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2002,180.8
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2001,179.9
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2000,180.3
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2013,160.6
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2012,164
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2011,164.3
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2010,166.7
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2009,169.1
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2008,170.7
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2007,168.2
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2006,172.1
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2005,176.4
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2004,176.6
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2020,153
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2019,155.4
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2018,159.5
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2017,163.6
Causes of mortality,I,FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2016,160.2
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2015,10.2
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2014,10.9
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2003,14.4
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2002,13.1
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2001,16.1
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2000,17
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2013,9.7
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2012,10.8
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2011,10.5
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2010,11.2
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2009,10.1
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2008,9.6
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2007,11
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2006,12.9
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2005,11.9
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2004,13.9
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2020,6.6
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2019,10.8
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2018,9.7
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2017,11.4
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2016,11.9
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2015,53.9
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2014,52
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2003,27.1
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2002,27.4
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2001,27.1
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2000,25.9
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2013,49.3
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2020,990.2
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Male,Total,2019,957.1
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2010,40.7
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2009,38.9
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2008,39.4
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2007,36.5
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2006,35.9
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2005,29
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2004,26.8
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2018,63.6
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2017,60.2
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2020,62.7
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2019,64.8
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Mental and behavioural disorders,2016,54.6
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2006,0.9
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2005,1
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2004,0.9
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2003,0.6
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2002,1.3
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2001,0.5
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2000,1.2
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2020,1
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2019,0.9
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2018,1.5
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2017,1.3
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2016,0.6
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2015,1.1
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2014,1
