STRUCTURE_NAME,REF_AREA,Reference area,Measure,Unit of measure,Age,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,1.9
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,1.6
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,1.9
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,1.6
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,2
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,2.1
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,2.1
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,92.8
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,88.3
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,80.4
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,77.5
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,73.6
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2022,70.8
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,134.7
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,126.8
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,123.6
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,114.8
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,108.3
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,104.4
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,97.6
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,247.6
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,250.3
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,239.7
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2020,228.3
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2021,227.8
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2022,211.9
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,255.6
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,253.4
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,253.2
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,251.4
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,257.8
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,255
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,246.2
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,7
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,8.3
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,1.3
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2021,218.8
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,243.1
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,1.4
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,1.2
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,1.3
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,1.2
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,1.2
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,1
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,0.9
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,1.7
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,10.1
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,1.6
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,16.1
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,20.6
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,30.1
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,7.2
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,2.8
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,2.7
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,3
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,3
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,2.9
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,4.4
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,3.3
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,5.6
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,4
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,3.1
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,3.1
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,203.7
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,204.3
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,204.3
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,212.9
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2020,214.7
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2021,201.4
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,204.3
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,203.2
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,218.5
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,216.2
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,214.2
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,213.3
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.4
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.4
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,0.3
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,0.3
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,0.3
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2022,0.3
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,1
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.8
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,0.8
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.7
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,0.6
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,0.5
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,0.5
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,163.4
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,153.5
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,159
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,148
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,159.2
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,184.1
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,196.6
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,178.1
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,166.1
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,179.5
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,162.2
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,159.7
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,184.7
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,186.5
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,192.4
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,194.7
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,277.8
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,283.1
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,162
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,157
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,158.3
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,159.5
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,164.6
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,171.5
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,161.2
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,274.2
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,261.3
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,267.5
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,245.8
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,241.2
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,252.8
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,222.7
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,233.9
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,211.5
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,162
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,151.4
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,7.5
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,8.8
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,12
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,10.1
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,8.2
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,11.5
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,12.8
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,12.2
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,9.9
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,10.5
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,13.6
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,169.6
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,167.5
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,1.3
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,1.4
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,1.5
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,1.5
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,1.2
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,1.3
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,1.3
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,1.5
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,1.3
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,1.2
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,1.2
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,1.4
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,1
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,1
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,1.2
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,1.1
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,1
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,1
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,1.2
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,1
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,0.9
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,1.1
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,22.7
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,21
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,22.2
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,21.9
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,20.6
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,21.7
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,23.5
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,23.3
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,23.3
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,23.7
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,21.6
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,0.7
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,0.7
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,0.8
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,0.7
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,0.6
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,0.5
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,0.4
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,1.2
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,1.1
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,1
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,0.9
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,0.8
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,89.9
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,79.5
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,80.5
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,78.1
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,72.2
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,67.9
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,102.5
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,99.2
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,96.1
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,90
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,82.5
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,234.5
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,228
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,229.6
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,228.6
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,230.3
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,221.2
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,232.2
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,5.8
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,5.1
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,5.7
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,6
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,5.8
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,5.4
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,3.7
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,4.8
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,4.2
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,4.3
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,13
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,14.5
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,15.2
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,20.1
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,22.2
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2022,25.1
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,11
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,11.6
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,9.3
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,10.1
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,10.3
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,9.1
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,12.1
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,2.1
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,2.2
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,2.2
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,2.6
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,2.2
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,2.2
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,2
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,2.3
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,2.1
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,1.9
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,1.9
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,1.5
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,1.4
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,268.2
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,276.4
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,282.8
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,280.8
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,272.2
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,268.6
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,268.3
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,252.9
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2020,256.9
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,3.1
