REF_AREA,Reference area,Measure,Unit of measure,Age,Sex,TIME_PERIOD,OBS_VALUE,TIME_RANGE
COL,Colombia,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Total,2009,57.3,Data applies to previous five years inclusive
COL,Colombia,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Total,2014,68.9,Data applies to previous five years inclusive
CAN,Canada,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,62.4,Data applies to previous five years inclusive
CAN,Canada,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,65.3,Data applies to previous five years inclusive
CAN,Canada,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,67.5,Data applies to previous five years inclusive
ROU,Romania,Cervical cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,61.7,Data applies to previous five years inclusive
ROU,Romania,Cervical cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,65.3,Data applies to previous five years inclusive
BEL,Belgium,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,15.4,Data applies to previous five years inclusive
BEL,Belgium,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,17,Data applies to previous five years inclusive
BEL,Belgium,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2014,18.2,Data applies to previous five years inclusive
NLD,Netherlands,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2006,137.6,
NLD,Netherlands,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2007,145.3,
NLD,Netherlands,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2008,145.4,
NLD,Netherlands,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,146.8,
NLD,Netherlands,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,160.2,
NLD,Netherlands,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,155.8,
NLD,Netherlands,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,170.4,
NLD,Netherlands,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,193.1,
NLD,Netherlands,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,222.3,
NLD,Netherlands,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,211.3,
NLD,Netherlands,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,200.8,
NLD,Netherlands,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,196.2,
NLD,Netherlands,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,196,
NLD,Netherlands,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,120.7,
BGR,Bulgaria,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2004,43.8,Data applies to previous five years inclusive
BGR,Bulgaria,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2009,48.6,Data applies to previous five years inclusive
BGR,Bulgaria,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2014,51.1,Data applies to previous five years inclusive
CHE,Switzerland,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2004,13.2,Data applies to previous five years inclusive
CHE,Switzerland,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2009,15.3,Data applies to previous five years inclusive
CHE,Switzerland,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2014,18,Data applies to previous five years inclusive
LTU,Lithuania,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,954.7,
LTU,Lithuania,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,848.6,
LTU,Lithuania,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,837.8,
LTU,Lithuania,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,784.5,
LTU,Lithuania,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,727.8,
LTU,Lithuania,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,723.5,
LTU,Lithuania,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,693.6,
LTU,Lithuania,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,683.6,
LTU,Lithuania,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,419.3,
DNK,Denmark,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,14.7,Data applies to previous five years inclusive
DNK,Denmark,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,15.4,Data applies to previous five years inclusive
DNK,Denmark,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2014,19.9,Data applies to previous five years inclusive
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2000,399.3,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2001,376.4,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2002,330.9,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2003,333.3,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2004,291.4,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2005,267.5,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2006,243.6,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2007,226.3,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2008,215.6,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,197.3,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,180.5,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,175.8,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,183.6,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,171.4,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,170.9,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,168.1,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,152.1,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,169.7,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,149.5,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,156.6,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,118.8,
SWE,Sweden,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2014,64.7,Data applies to previous five years inclusive
CHE,Switzerland,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,59.5,Data applies to previous five years inclusive
CHE,Switzerland,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,65.6,Data applies to previous five years inclusive
CHE,Switzerland,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2014,67.3,Data applies to previous five years inclusive
CHE,Switzerland,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,14.7,Data applies to previous five years inclusive
CHE,Switzerland,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,17.3,Data applies to previous five years inclusive
DEU,Germany,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2005,615.7,
DEU,Germany,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2007,642.2,
DEU,Germany,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2009,676.4,
DEU,Germany,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2011,691,
DEU,Germany,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2013,700.1,
DEU,Germany,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2015,709.9,
DEU,Germany,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2017,694.6,
DEU,Germany,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,693.1,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2006,181.2,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2007,178,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2008,177.3,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,175,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,171.5,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,149.4,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,148.8,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,153.8,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,138.8,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,145.6,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,141.7,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,147.9,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,150,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,156.7,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,135.5,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2001,97.1,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2002,93.2,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2003,85,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2004,81.9,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2005,77.5,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2006,73.1,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2007,67.1,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2008,61.4,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,55.1,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,48,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,43.2,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,38.8,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,49.8,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,44.3,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,40.5,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,36.8,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,33.6,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,31.2,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,29.1,
ITA,Italy,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,20.3,
COL,Colombia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,98.2,
COL,Colombia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,74.1,
COL,Colombia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,146.5,
COL,Colombia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,131.1,
COL,Colombia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,117.9,
COL,Colombia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,161.9,
COL,Colombia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,113.3,
COL,Colombia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,62.9,
COL,Colombia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,124.8,
COL,Colombia,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,19.3,Data applies to previous five years inclusive
COL,Colombia,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,19.1,Data applies to previous five years inclusive
COL,Colombia,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,19.5,Data applies to previous five years inclusive
FRA,France,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2004,13.3,Data applies to previous five years inclusive
FRA,France,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2009,15.1,Data applies to previous five years inclusive
FRA,France,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2014,16,Data applies to previous five years inclusive
RUS,Russia,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2004,41.4,Data applies to previous five years inclusive
RUS,Russia,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2009,42.4,Data applies to previous five years inclusive
RUS,Russia,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2014,44.4,Data applies to previous five years inclusive
SWE,Sweden,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,15.9,Data applies to previous five years inclusive
SWE,Sweden,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,19.2,Data applies to previous five years inclusive
SWE,Sweden,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,22.1,Data applies to previous five years inclusive
CAN,Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2007,328.2,
CAN,Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,296.5,
CAN,Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,307.7,
CAN,Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,301.3,
CAN,Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,311.9,
CAN,Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,307.4,
CAN,Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,300.2,
CAN,Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,283.3,
CAN,Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,282.9,
CAN,Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,286.2,
CAN,Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,265.7,
CAN,Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,250.3,
CAN,Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,137.2,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2006,248.1,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2007,236.7,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2008,259.9,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,243,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,256.5,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,242.7,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,258.1,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,249.7,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,249.8,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,250.7,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,219.6,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,213.6,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,247.4,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,247.5,
GBR,United Kingdom,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,122.1,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2000,33.8,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2001,29.8,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2002,28,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2003,24.2,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2004,24.6,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2005,19.7,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2006,17.1,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2007,12.9,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2008,9.6,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,14.6,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,14.4,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,13.1,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,16.1,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,16.1,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,14.6,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,32.9,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,28.1,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,28.2,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,27.5,
BEL,Belgium,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,20.8,
HUN,Hungary,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2004,228.8,
HUN,Hungary,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2005,226.3,
HUN,Hungary,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2006,247.6,
HUN,Hungary,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2007,169.3,
HUN,Hungary,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2008,157.7,
HUN,Hungary,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,148.7,
HUN,Hungary,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,140.1,
HUN,Hungary,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,127.8,
HUN,Hungary,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,113.5,
CHE,Switzerland,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2014,20.4,Data applies to previous five years inclusive
CHE,Switzerland,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,62.8,Data applies to previous five years inclusive
CHE,Switzerland,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,65.1,Data applies to previous five years inclusive
BGR,Bulgaria,Breast cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,70.9,Data applies to previous five years inclusive
BGR,Bulgaria,Breast cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,75.9,Data applies to previous five years inclusive
BGR,Bulgaria,Breast cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,78.3,Data applies to previous five years inclusive
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2003,287.8,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2004,269.9,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2005,268.3,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2006,261.9,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2007,262.5,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2008,239.9,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,240.1,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,215,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,221.9,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,217.2,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,216.4,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,210.9,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,214.3,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,209.7,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,201.4,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,181.2,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,163.5,
POL,Poland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,81.3,
CZE,Czechia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,266.2,
CZE,Czechia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,227.4,
CZE,Czechia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,226.3,
CZE,Czechia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,235.7,
CZE,Czechia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,254.4,
CZE,Czechia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,243.4,
CZE,Czechia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,242.7,
CZE,Czechia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,226.3,
CZE,Czechia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,222,
CZE,Czechia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,208.5,
CZE,Czechia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,198,
CZE,Czechia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,153.3,
NZL,New Zealand,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2004,23,Data applies to previous five years inclusive
NZL,New Zealand,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2009,24.4,Data applies to previous five years inclusive
NZL,New Zealand,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2014,24.7,Data applies to previous five years inclusive
SVK,Slovak Republic,Cervical cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,61.8,Data applies to previous five years inclusive
SVK,Slovak Republic,Cervical cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,58.9,Data applies to previous five years inclusive
SVK,Slovak Republic,Cervical cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,60.5,Data applies to previous five years inclusive
KOR,Korea,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Total,2004,73.1,Data applies to previous five years inclusive
